id,symbol,last_price,best_bid,best_ask,spread,spread_percent,volume,timestamp
453,BNBIRT,114097494.0,114212939.0,114837734.0,624795.0,0.5470439737129958,0.0,1785496859
454,SOLIRT,14205045.0,14183477.0,14234566.0,51089.0,0.3602008167672849,0.0,1785496859
455,XRPIRT,207247.0,207247.0,207890.0,643.0,0.3102578083156813,0.0,1785496859
456,DOGEIRT,13452.0,13400.0,13463.0,63.0,0.4701492537313433,0.0,1785496859
457,BTCIRT,12350984548.0,12348336052.0,12350984548.0,2648496.0,0.02144820151352324,0.0,1785496867
458,ETHIRT,365011167.0,364233147.0,365011167.0,778020.0,0.21360494134269442,0.0,1785496867
459,BNBIRT,114097494.0,114212939.0,114837734.0,624795.0,0.5470439737129958,0.0,1785496867
460,SOLIRT,14205045.0,14183477.0,14234566.0,51089.0,0.3602008167672849,0.0,1785496867
461,XRPIRT,207246.0,207247.0,207890.0,643.0,0.3102578083156813,0.0,1785496867
462,DOGEIRT,13452.0,13400.0,13463.0,63.0,0.4701492537313433,0.0,1785496867
463,BTCIRT,12350984548.0,12348336052.0,12350984548.0,2648496.0,0.02144820151352324,0.0,1785496914
464,ETHIRT,365011167.0,364233147.0,365011167.0,778020.0,0.21360494134269442,0.0,1785496914
465,BNBIRT,114097494.0,114212939.0,114837734.0,624795.0,0.5470439737129958,0.0,1785496914
466,XRPIRT,207246.0,207247.0,207890.0,643.0,0.3102578083156813,0.0,1785496914
467,DOGEIRT,13452.0,13400.0,13463.0,63.0,0.4701492537313433,0.0,1785496914
468,BTCIRT,12348336052.0,12348336052.0,12350984548.0,2648496.0,0.02144820151352324,0.0,1785496922
469,ETHIRT,365011167.0,364233147.0,365011167.0,778020.0,0.21360494134269442,0.0,1785496922
470,BNBIRT,114097494.0,114212939.0,114837734.0,624795.0,0.5470439737129958,0.0,1785496922
471,SOLIRT,14205045.0,14183477.0,14234566.0,51089.0,0.3602008167672849,0.0,1785496922
472,XRPIRT,207246.0,207247.0,207890.0,643.0,0.3102578083156813,0.0,1785496922
473,DOGEIRT,13452.0,13400.0,13463.0,63.0,0.4701492537313433,0.0,1785496922
474,BTCIRT,12348336052.0,12348336052.0,12350984548.0,2648496.0,0.02144820151352324,0.0,1785496929
475,ETHIRT,365011167.0,364233147.0,365011167.0,778020.0,0.21360494134269442,0.0,1785496929
476,BNBIRT,114097494.0,114212939.0,114837734.0,624795.0,0.5470439737129958,0.0,1785496929
477,SOLIRT,14205045.0,14183477.0,14234566.0,51089.0,0.3602008167672849,0.0,1785496929
478,XRPIRT,207246.0,207247.0,207890.0,643.0,0.3102578083156813,0.0,1785496929
479,DOGEIRT,13452.0,13400.0,13463.0,63.0,0.4701492537313433,0.0,1785496929
480,BTCIRT,12348336052.0,12348336052.0,12350984548.0,2648496.0,0.02144820151352324,0.0,1785496936
481,ETHIRT,365011167.0,364233147.0,365011167.0,778020.0,0.21360494134269442,0.0,1785496936
482,BNBIRT,114097494.0,114212939.0,114837734.0,624795.0,0.5470439737129958,0.0,1785496936
483,SOLIRT,14205045.0,14183477.0,14234566.0,51089.0,0.3602008167672849,0.0,1785496936
484,XRPIRT,207246.0,207247.0,207890.0,643.0,0.3102578083156813,0.0,1785496936
485,DOGEIRT,13452.0,13400.0,13463.0,63.0,0.4701492537313433,0.0,1785496936
486,BTCIRT,12348336052.0,12348336052.0,12350984548.0,2648496.0,0.02144820151352324,0.0,1785496944
487,ETHIRT,365011167.0,364233147.0,365011167.0,778020.0,0.21360494134269442,0.0,1785496944
488,BNBIRT,114097494.0,114212939.0,114837734.0,624795.0,0.5470439737129958,0.0,1785496944
